ma_sp,thang,sl_ban,dt_ban,dt_ban_gv,sl_nhap,ds_nhap
1193664000237,2025/T01,506,9838888.86639998,7107609.487999992,0,0
1013580000002,2025/T01,206,6294444.453599985,4093383.675599999,1296,29126352
1013580000003,2025/T01,0,0.0,0.0,0,0
1013580000077,2025/T01,0,0.0,0.0,0,0
1013580000078,2025/T01,1,8571.4286,11133.2409,0,0
1093250000154,2025/T01,286,34047619.03400002,22582849.87579998,0,0
1093250001544,2025/T01,3,9142.857,17369.9076,0,0
1093250001549,2025/T01,3,405555.5556,290635.0506,0,0
1093250002128,2025/T01,0,0.0,0.0,0,0
1193679000147,2025/T01,1374,143943268.6237999,104852176.9191992,0,0
1093250002177,2025/T01,9,307619.0478,509994.0054000001,0,0
1093250002178,2025/T01,529,74479238.12040007,54334593.20400012,780,84245460
1093250002179,2025/T01,8,676571.4288000001,808334.0208,0,0
1193660000064,2025/T01,0,0.0,0.0,0,0
1193660000065,2025/T01,0,0.0,0.0,0,0
1193660000066,2025/T01,0,0.0,0.0,0,0
1193660000069,2025/T01,11300,41266666.6383,24980143.25129992,231,21450000
1193660000070,2025/T01,0,0.0,0.0,0,0
1193660000072,2025/T01,0,0.0,0.0,0,0
1193660000075,2025/T01,0,0.0,0.0,0,0
1193660000080,2025/T01,0,0.0,0.0,0,0
1193660000081,2025/T01,9,245454.5457,453086.2980000001,0,0
1193660000083,2025/T01,0,0.0,0.0,0,0
1193660000084,2025/T01,1506,64542857.2048,49318813.37240005,0,0
1193660000087,2025/T01,78,94087037.03470008,79391052.38419995,296,318703200
1193660000088,2025/T01,0,0.0,0.0,0,0
1193660000097,2025/T01,12,144000.0003,237996.0,0,0
1193660000098,2025/T01,1,11428.5714,21857.0,0,0
1193660000100,2025/T01,0,0.0,0.0,0,0
1193660000101,2025/T01,0,0.0,0.0,0,0
1193660000102,2025/T01,0,0.0,0.0,0,0
1193660000103,2025/T01,4,41481.4816,59667.706,0,0
1193660000109,2025/T01,0,0.0,0.0,0,0
1193660000110,2025/T01,0,0.0,0.0,0,0
1193660000113,2025/T01,0,0.0,0.0,0,0
1193660000114,2025/T01,0,0.0,0.0,0,0
1193660000115,2025/T01,0,0.0,0.0,0,0
1193660000117,2025/T01,333,53280000.0,33040668.16269994,168,17472000
1193660000122,2025/T01,0,0.0,0.0,0,0
1193660000123,2025/T01,0,0.0,0.0,0,0
1193660000124,2025/T01,0,0.0,0.0,0,0
1193660000125,2025/T01,0,0.0,0.0,0,0
1193660000128,2025/T01,8,85333.3336,123808.34,0,0
1193660000130,2025/T01,0,0.0,0.0,0,0
1193660000131,2025/T01,0,0.0,0.0,0,0
1193660000132,2025/T01,7,7000000.0,4690031.6603,0,0
1193660000133,2025/T01,0,0.0,0.0,0,0
1193660000140,2025/T01,2,20000.0,25925.9216,0,0
1193660000141,2025/T01,0,0.0,0.0,0,0
1193660000142,2025/T01,0,0.0,0.0,0,0
1193660000143,2025/T01,0,0.0,0.0,0,0
1193660000144,2025/T01,336,19199999.98559999,15990476.3526,387,19350000
1193660000145,2025/T01,2,40000.0,75000.0,0,0
1193660000146,2025/T01,0,0.0,0.0,0,0
1193660000147,2025/T01,859,20452380.94420004,17039409.19619999,703,14645599
1193660000148,2025/T01,0,0.0,0.0,0,0
1193660000149,2025/T01,0,0.0,0.0,0,0
1193660000150,2025/T01,0,0.0,0.0,0,0
1193660000153,2025/T01,214,506285.7162,557313.352,0,0
1193660000154,2025/T01,91,469714.2822000002,606688.6917000008,0,0
1193660000157,2025/T01,0,0.0,0.0,0,0
1193660000158,2025/T01,153,42985714.29299997,27645714.34500002,0,0
1193660000159,2025/T01,20,5619047.62,3652380.96,0,0
1193660000160,2025/T01,150,114645011.4311001,84805904.76789999,33,19846200
1193660000161,2025/T01,852,14605745.67769996,7651714.2858,370,3496500
1193660000163,2025/T01,44,7040000.0,4358097.334799998,0,0
1193660000164,2025/T01,364,52578036.09489997,31491073.26369999,180,16848000
1193660000166,2025/T01,1556,24816666.66939998,14782038.9,88,9028800
1193661000092,2025/T01,0,0.0,0.0,0,0
1193661000093,2025/T01,0,0.0,0.0,0,0
1193661000094,2025/T01,1,109523.8095,132499.8806,0,0
1193661000095,2025/T01,0,0.0,0.0,0,0
1193661000096,2025/T01,2,933333.3334,654952.381,0,0
1193661000097,2025/T01,3,942857.1429,798571.4286,0,0
1193662000022,2025/T01,0,0.0,0.0,0,0
1193662000024,2025/T01,0,0.0,0.0,0,0
1193662000025,2025/T01,1,27777.7778,50909.0858,0,0
1193662000026,2025/T01,0,0.0,0.0,0,0
1193662000027,2025/T01,0,0.0,0.0,0,0
1193662000028,2025/T01,0,0.0,0.0,0,0
1193662000029,2025/T01,0,0.0,0.0,0,0
1193662000030,2025/T01,0,0.0,0.0,0,0
1193662000034,2025/T01,6409,64468952.49609995,42625701.67029996,177,24780000
1193662000035,2025/T01,4,20952.381,26296.0736,0,0
1193662000036,2025/T01,379,4157714.276999991,2694164.549200002,19,2850000
1193662000040,2025/T01,28,1960000.0,1678727.598800001,0,0
1193662000041,2025/T01,4,217142.8572,213333.3324,0,0
1193662000050,2025/T01,9,1140000.0003,1049999.9994,0,0
1193662000052,2025/T01,0,0.0,0.0,0,0
1193662000053,2025/T01,0,0.0,0.0,0,0
1193662000062,2025/T01,0,0.0,0.0,0,0
1193662000063,2025/T01,0,0.0,0.0,0,0
1193662000064,2025/T01,0,0.0,0.0,0,0
1193662000065,2025/T01,0,0.0,0.0,0,0
1193662000066,2025/T01,0,0.0,0.0,0,0
1193662000070,2025/T01,44,13200000.0,11985000.0,85,24365250
1193662000074,2025/T01,27,882000.0008999996,1012614.7851,0,0
1193662000077,2025/T01,0,0.0,0.0,0,0
1193662000078,2025/T01,0,0.0,0.0,0,0
1193662000080,2025/T01,0,0.0,0.0,0,0
1193662000082,2025/T01,0,0.0,0.0,0,0
1193662000083,2025/T01,0,0.0,0.0,0,0
1193662000084,2025/T01,0,0.0,0.0,0,0
1193662000088,2025/T01,16,120000.0,165818.1728,0,0
1193662000089,2025/T01,34,270555.5562,381727.2752,0,0
1193662000090,2025/T01,0,0.0,0.0,0,0
1193662000091,2025/T01,0,0.0,0.0,0,0
1193662000092,2025/T01,0,0.0,0.0,0,0
1193662000094,2025/T01,1322,50316230.48259987,23705278.21739998,180,3411540
1193662000095,2025/T01,3182,166676190.5367995,99482315.72140054,2415,79496970
1193662000096,2025/T01,7,60020.9526,35428.5714,0,0
1193662000097,2025/T01,942,244652012.3674993,217697521.483001,830,201690000
1193662000098,2025/T01,0,0.0,0.0,0,0
1193662000099,2025/T01,1344,177149912.7027996,91219503.91379972,3433,216670362
1193662000100,2025/T01,0,0.0,0.0,0,0
1193662000101,2025/T01,0,0.0,0.0,0,0
1193662000103,2025/T01,45,925714.2869999995,968096.6234999998,0,0
1193662000104,2025/T01,0,0.0,0.0,0,0
1193662000105,2025/T01,316,3611428.562399991,1956160.364399998,2435,15827500
1193662000106,2025/T01,0,0.0,0.0,0,0
1193662000107,2025/T01,78,2782666.6668,2410723.138200002,0,0
1193662000108,2025/T01,1,40000.0,56290.8376,0,0
1193662000109,2025/T01,1210,60730499.05919972,60661135.86939981,0,0
1193662000110,2025/T01,1723,86478560.9687997,86392533.7742,0,0
1193662000111,2025/T01,75,357142.8600000004,265747.4999999998,0,0
1193662000112,2025/T01,0,0.0,0.0,0,0
1193662000113,2025/T01,112,13755238.0943,10892525.35840001,158,15940800
1193662000114,2025/T01,122,28466666.66259992,23732457.04640004,37,8231538
1193662000115,2025/T01,213,42397142.84700006,35744316.6212,0,0
1193662000116,2025/T01,3090,270743085.6553998,287730000.0246992,0,0
1193662000117,2025/T01,102,17048571.42420001,11220000.0,0,0
1193662000118,2025/T01,10,4047619.048000001,2833333.333,0,0
1193662000119,2025/T01,23,12047619.0474,8433333.3341,6,2310000
1193662000125,2025/T01,559,5004444.450299995,2535203.520200002,0,0
1193662000126,2025/T01,682,92945636.38839976,55869636.3636,528,47625600
1193664000094,2025/T01,259,65691818.17240004,53114480.3483,504,117216000
1193664000127,2025/T01,9,225000.0,273029.7627,0,0
1193664000128,2025/T01,6,150000.0,181904.1504,0,0
1193664000129,2025/T01,6,143888.8887,169847.0274,0,0
1193664000314,2025/T01,1,15555.5556,14097.4203,0,0
1193664000315,2025/T01,0,0.0,0.0,0,0
1193664000199,2025/T01,0,0.0,0.0,0,0
1193664000203,2025/T01,0,0.0,0.0,0,0
1193664000205,2025/T01,0,0.0,0.0,0,0
1193664000207,2025/T01,0,0.0,0.0,0,0
1193664000208,2025/T01,0,0.0,0.0,0,0
1193664000209,2025/T01,0,0.0,0.0,0,0
1193664000218,2025/T01,0,0.0,0.0,0,0
1193664000219,2025/T01,261,152952.3834,322297.7031,0,0
1193664000221,2025/T01,0,0.0,0.0,0,0
1193664000232,2025/T01,0,0.0,0.0,0,0
1193664000245,2025/T01,0,0.0,0.0,0,0
1193664000246,2025/T01,0,0.0,0.0,0,0
1193664000256,2025/T01,5,28571.4285,25139.476,0,0
1193664000259,2025/T01,4,57142.8572,56191.3016,0,0
1193664000260,2025/T01,0,0.0,0.0,0,0
1193664000288,2025/T01,952,45276190.45800013,14462529.26720003,650,10400000
1193664000274,2025/T01,17,272000.0,331394.5082,0,0
1193664000275,2025/T01,7,91999.9997,104632.9529,0,0
1193664000276,2025/T01,0,0.0,0.0,0,0
1193664000277,2025/T01,0,0.0,0.0,0,0
1193664000278,2025/T01,0,0.0,0.0,0,0
1193664000279,2025/T01,0,0.0,0.0,0,0
1193664000280,2025/T01,22,657407.407,440000.0,0,0
1193664000281,2025/T01,5979,160722272.0887999,79344835.94839977,6550,89735000
1193664000286,2025/T01,9961,267280318.1187999,129910301.69,7400,101380000
1193664000287,2025/T01,0,0.0,0.0,0,0
1193664000322,2025/T01,1745,46856481.56549978,32735735.38499992,1296,26328240
1193664000313,2025/T01,0,0.0,0.0,0,0
1193664000293,2025/T01,0,0.0,0.0,0,0
1193664000307,2025/T01,3,39999.9999,64994.9316,0,0
1193664000308,2025/T01,10,166666.6665,215395.79,0,0
1193664000309,2025/T01,7,93333.3331,149813.7025,0,0
1193664000310,2025/T01,12,159999.9996,257392.9452,0,0
1193664000311,2025/T01,4,53333.3332,85945.4592,0,0
1193664000312,2025/T01,5,66666.6665,107967.8675,0,0
1193664000316,2025/T01,8,75555.5552,71633.0888,0,0
1193664000335,2025/T01,0,0.0,0.0,0,0
1193664000341,2025/T01,4881,92971428.339,23014766.31790002,4890,24450000
1193664000340,2025/T01,6771,182011141.6045,88314805.51330005,13100,179470000
1193664000344,2025/T01,41,787142.8577,685686.6486,0,0
1193664000345,2025/T01,4,51428.5716,65755.7072,0,0
1193664000402,2025/T01,2,15238.0952,15324.7734,0,0
1193664000347,2025/T01,5,41904.7618,38307.826,0,0
1193664000348,2025/T01,2600,49523809.40000007,14671993.18540002,2050,12300000
1193664000349,2025/T01,31,833333.3331,494100.7571,0,0
1193664000350,2025/T01,0,0.0,0.0,0,0
1193664000351,2025/T01,19,547619.0474,302348.7727,0,0
1193664000352,2025/T01,1,1142.8571,1157.0,0,0
1193664000353,2025/T01,5,8571.4285,5785.0,0,0
1193664000354,2025/T01,42,66285.71340000001,46620.0,0,0
1193664000410,2025/T01,20,666666.6660000002,384139.016,0,0
1193664000411,2025/T01,0,0.0,0.0,0,0
1193664000412,2025/T01,901,21452380.94380012,7714224.929399991,1230,11070000
1193664000413,2025/T01,0,0.0,0.0,0,0
1193664000414,2025/T01,1713,40785851.41200006,15359517.29849998,6600,62700000
1193664000415,2025/T01,69,1542380.9526,970194.0477000002,0,0
1193664000416,2025/T01,3,71428.5714,40943.6577,0,0
1193664000417,2025/T01,17,614285.7145,232630.1199,0,0
1193664000418,2025/T01,35,889523.8091000002,539489.6185,0,0
1193664000419,2025/T01,1,33333.3333,15551.6938,0,0
1193664000420,2025/T01,0,0.0,0.0,0,0
1193664000421,2025/T01,125,3222857.142800004,1655369.9257,0,0
1193664000422,2025/T01,136,3895238.096300002,1818671.043199999,0,0
1193664000423,2025/T01,286,7478253.334700006,3870286.420000003,0,0
1193664000424,2025/T01,2,19047.619,33333.34,0,0
1193664000427,2025/T01,0,0.0,0.0,0,0
1193664000429,2025/T01,0,0.0,0.0,0,0
1193664000461,2025/T01,7,11999.9999,6984.5993,0,0
1193664000462,2025/T01,4415,105119342.8150001,40003903.76090004,5070,48393150
1193664000463,2025/T01,901,28289259.27550001,11449546.40619998,900,12370500
1193664000464,2025/T01,2,66666.6667,32493.1586,0,0
1193664000465,2025/T01,10,333333.3334,162739.735,0,0
1193664000469,2025/T01,8,114285.7144,61066.38880000001,0,0
1193664000507,2025/T01,12804,339355598.1190999,167168758.9602001,9600,131520000
1193664000508,2025/T01,634,30190476.17840008,9660952.230000036,300,4800000
1193664000514,2025/T01,9711,258474360.6493998,123659811.7837,8450,115765000
1193664000515,2025/T01,5346,141350475.2420999,69692952.12619996,5400,73980000
1193664000516,2025/T01,0,0.0,0.0,0,0
1193665000031,2025/T01,1855,61833393.27149998,53731028.79900011,0,0
1193665000034,2025/T01,623,62695358.09870001,52583399.5642999,234,20826000
1193665000037,2025/T01,3449,98542857.24139968,87603285.49199978,0,0
1193665000039,2025/T01,0,0.0,0.0,0,0
1193665000042,2025/T01,2566,80645714.21240038,71355265.38839994,0,0
1193665000048,2025/T01,1338,133800672.3809,125163794.7897002,440,43560000
1193665000049,2025/T01,533,53590487.6217,44711301.46460012,197,17533000
1193665000070,2025/T01,1884,205628571.3855001,177277293.377701,1684,166716000
1193665000072,2025/T01,1,100000.0,92129.0747,0,0
1193665000081,2025/T01,1259,18430476.23150003,14798482.19720002,209,24035000
1193665000082,2025/T01,5961,92346342.91669989,80949331.18070003,1530,80325000
1193665000083,2025/T01,6063,115485714.0655999,90211996.48290016,3055,158860000
1193665000084,2025/T01,1613,28547619.05129991,24038179.55749995,262,32802400
1193665000092,2025/T01,0,0.0,0.0,0,0
1193665000093,2025/T01,9,700000.0002,714089.1033,0,0
1193665000094,2025/T01,3,229090.9092,235636.365,0,0
1193665000099,2025/T01,678,13560000.0,8437333.371000007,0,0
1193665000100,2025/T01,83,1264761.902200001,774666.6722000001,0,0
1193666000115,2025/T01,2,1752380.9524,1269892.876,13,8864830
1193666000116,2025/T01,0,0.0,0.0,0,0
1193666000118,2025/T01,598,459155836.2124,396228616.5631997,0,0
1193666000119,2025/T01,3,1820000.0001,1945263.4848,0,0
1193666000120,2025/T01,1,959523.8095,1003809.971,0,0
1193666000121,2025/T01,1,550952.381,576380.9604,0,0
1193666000123,2025/T01,3,2014857.1428,2094311.778,0,0
1193666000125,2025/T01,19,16330952.38049999,11528598.5065,0,0
1193666000126,2025/T01,25,16428571.42750001,9285714.5025,0,0
1193666000127,2025/T01,3,1780857.1429,1735500.0,0,0
1193671000028,2025/T01,0,0.0,0.0,0,0
1193671000029,2025/T01,4,103703.7036,215537.2888,0,0
1193671000030,2025/T01,1,25925.9259,43636.1763,0,0
1193671000031,2025/T01,0,0.0,0.0,0,0
1193671000032,2025/T01,0,0.0,0.0,0,0
1193671000033,2025/T01,0,0.0,0.0,0,0
1193671000034,2025/T01,0,0.0,0.0,0,0
1193671000035,2025/T01,0,0.0,0.0,0,0
1193671000036,2025/T01,0,0.0,0.0,0,0
1193671000037,2025/T01,1,25925.9259,47969.5838,0,0
1193671000038,2025/T01,2,51851.8518,94771.3464,0,0
1193671000039,2025/T01,0,0.0,0.0,0,0
1193671000040,2025/T01,0,0.0,0.0,0,0
1193671000041,2025/T01,0,0.0,0.0,0,0
1193671000042,2025/T01,0,0.0,0.0,0,0
1193671000043,2025/T01,1,25925.9259,48391.2943,0,0
1193671000044,2025/T01,3,77777.7777,148871.2275,0,0
1193671000045,2025/T01,0,0.0,0.0,0,0
1193671000046,2025/T01,1,25925.9259,49669.3013,0,0
1193671000047,2025/T01,1,25925.9259,49707.345,0,0
1193671000048,2025/T01,1,25925.9259,49663.7175,0,0
1193671000049,2025/T01,0,0.0,0.0,0,0
1193671000050,2025/T01,0,0.0,0.0,0,0
1193673000007,2025/T01,10048,23923809.64870002,20557594.78489999,103,22163231
1193673000008,2025/T01,198,171142.8632000001,212263.3260000001,0,0
1193673000013,2025/T01,3307,3006666.795400009,2005560.077500004,90,5764500
1193673000014,2025/T01,6302,6001619.275700005,3957445.399799998,48,3175200
1193673000016,2025/T01,50,23809.525,8162.465,0,0
1193673000015,2025/T01,0,0.0,0.0,0,0
1193673000018,2025/T01,0,0.0,0.0,0,0
1193673000021,2025/T01,1,2857.1429,2445.5196,0,0
1193673000030,2025/T01,0,0.0,0.0,0,0
1193673000032,2025/T01,26503,8317619.086999999,4211530.289299999,614,10315200
1193673000033,2025/T01,0,0.0,0.0,0,0
1193673000036,2025/T01,6261,17661904.9699,9259478.557800002,21,5209323
1193673000037,2025/T01,7574,22718856.87820003,19044636.16910002,103,27257199
1193673000038,2025/T01,0,0.0,0.0,0,0
1193673000039,2025/T01,113,10633259.04819998,5376676.19879999,0,0
1193673000040,2025/T01,0,0.0,0.0,0,0
1193673000043,2025/T01,4755,13157142.98369998,11257034.55000001,42,10440276
1193673000047,2025/T01,6736,20239237.85120002,15688767.3565,83,20393100
1193674000016,2025/T01,0,0.0,0.0,0,0
1193674000018,2025/T01,13,337037.0367,945453.3725,0,0
1193674000019,2025/T01,6,155555.5554,327272.4246,0,0
1193674000020,2025/T01,0,0.0,0.0,0,0
1193674000026,2025/T01,546,65787980.94950008,48043548.49939997,0,0
1193674000028,2025/T01,3,77777.77769999999,163533.7926,0,0
1193674000029,2025/T01,1,25925.9259,49090.9622,0,0
1193674000030,2025/T01,6,155555.5554,261817.7772,0,0
1193674000031,2025/T01,0,0.0,0.0,0,0
1193674000032,2025/T01,0,0.0,0.0,0,0
1193674000035,2025/T01,6,5828571.4284,4208722.5588,0,0
1193674000038,2025/T01,194,72057142.8516,25521476.69840002,0,0
1193674000039,2025/T01,0,0.0,0.0,0,0
1193674000044,2025/T01,3,125000.0001,133421.4528,0,0
1193674000042,2025/T01,2,1423809.5238,842701.012,0,0
1193674000045,2025/T01,36,21171428.5716,20985333.61320001,0,0
1193674000046,2025/T01,0,0.0,0.0,0,0
1193674000048,2025/T01,28,13000476.1909,12357142.8614,0,0
1193674000049,2025/T01,18,21257142.85800001,13061828.3994,0,0
1193674000050,2025/T01,68,91567142.8572,74839228.54719996,0,0
1193674000051,2025/T01,2,1052380.9524,971428.572,0,0
1193674000052,2025/T01,3,1281428.5713,1149999.9989,0,0
1193674000053,2025/T01,0,0.0,0.0,0,0
1193674000054,2025/T01,2,1361904.762,1257142.858,0,0
1193674000055,2025/T01,73,56380952.38070001,47276187.0,0,0
1193674000056,2025/T01,2,5333333.3333,4166380.0,0,0
1193674000057,2025/T01,1,761904.7619,647619.0,0,0
1193674000058,2025/T01,1,1666666.6667,1181949.8,15,19191450
1193675000021,2025/T01,1,6857.1429,9730.9361,0,0
1193675000033,2025/T01,0,0.0,0.0,0,0
1193675000038,2025/T01,1486,17960476.19160001,16510949.56640002,817,28595000
1193676000018,2025/T01,7258,172809523.7403999,101905793.9299001,63,23247000
1193676000015,2025/T01,102,3376285.7115,2277555.367800001,0,0
1193676000016,2025/T01,0,0.0,0.0,0,0
1193676000022,2025/T01,44,381428.5725999998,293336.6127999999,0,0
1193676000024,2025/T01,249,64584209.5238,39295886.22279997,0,0
1193676000025,2025/T01,0,0.0,0.0,0,0
1193676000026,2025/T01,0,0.0,0.0,0,0
1193676000029,2025/T01,0,0.0,0.0,0,0
1193676000030,2025/T01,0,0.0,0.0,0,0
1193676000032,2025/T01,0,0.0,0.0,0,0
1193676000033,2025/T01,0,0.0,0.0,0,0
1193676000037,2025/T01,0,0.0,0.0,0,0
1193676000038,2025/T01,0,0.0,0.0,0,0
1193676000041,2025/T01,0,0.0,0.0,0,0
1193676000043,2025/T01,32161,183132380.9429,150371329.5577001,2002,245959714
1193676000045,2025/T01,0,0.0,0.0,0,0
1193676000047,2025/T01,100,333333.3334,256474.08,0,0
1193678000099,2025/T01,616,123200000.0,105501817.893,223,42057800
1193662000021,2025/T01,85,15542857.14649998,14380451.63260002,127,22701504
1193678000243,2025/T01,768,228076198.0696003,211943599.3396004,0,0
1193678000244,2025/T01,473,94615238.0952,80934988.68960004,150,17603700
1193678000246,2025/T01,63,32400000.00089996,30084094.06809996,0,0
1193678000247,2025/T01,195,74285714.29499994,69057785.3718,0,0
1193678000262,2025/T01,0,0.0,0.0,0,0
1193678000280,2025/T01,1,143333.3333,108122.6555,0,0
1193678000286,2025/T01,223,384190.4745,445488.3934,0,0
1193678000289,2025/T01,5,8571.4285,13809.525,0,0
1193678000290,2025/T01,0,0.0,0.0,0,0
1193678000293,2025/T01,5,8571.4285,9726.896,0,0
1193678000295,2025/T01,11,12571.4281,26696.3752,0,0
1193678000297,2025/T01,35537,64305238.05909998,34073998.23280004,300,18270000
1193679000017,2025/T01,0,0.0,0.0,0,0
1193679000018,2025/T01,4059,81180019.04769999,66722600.33189994,3870,66951000
1193679000031,2025/T01,19993,15436857.4863,12058801.07159998,230,14605000
1193679000020,2025/T01,1576,46529523.77199998,39402727.7783,792,20829600
1193679000021,2025/T01,1,7428.5714,10245.7963,0,0
1193679000032,2025/T01,16221,28435142.78520007,20912395.88880002,710,28897000
1193679000025,2025/T01,0,0.0,0.0,0,0
1193679000026,2025/T01,1085,77500002.82609986,65536457.21699983,742,47117000
1193679000033,2025/T01,0,0.0,0.0,0,0
1193679000028,2025/T01,4335,57800020.80609997,45878309.34110001,3845,42794850
1193679000029,2025/T01,2,5714.2858,6528.8136,0,0
1193679000030,2025/T01,88,301714.2831999999,356831.596,0,0
1193679000054,2025/T01,0,0.0,0.0,0,0
1193679000040,2025/T01,5091,33940002.07450005,26968649.83619997,4660,25932900
1193679000041,2025/T01,11866,22601904.70540003,18982552.381,17340,29131200
1193679000042,2025/T01,3418,7487047.651600003,6148048.848200002,3550,6709500
1193679000045,2025/T01,40,423428.5728999999,618621.6839999998,0,0
1193679000047,2025/T01,0,0.0,0.0,0,0
1193679000048,2025/T01,3,30857.1429,45450.8067,0,0
1193679000049,2025/T01,3,15428.5713,23994.5712,0,0
1193679000050,2025/T01,1,2857.1429,4500.3711,0,0
1193679000051,2025/T01,14,712000.0005999999,1041159.4522,0,0
1193679000052,2025/T01,819,2729999.972700001,1965594.781800002,140,352800
1193679000053,2025/T01,0,0.0,0.0,0,0
1193679000056,2025/T01,0,0.0,0.0,0,0
1193679000059,2025/T01,626,16097143.80059998,13697251.11759996,450,10350000
1193679000060,2025/T01,1792,42666666.64960006,31769110.05379992,1071,19845000
1193679000061,2025/T01,2614,29874285.63960005,22312194.53739995,1144,10400000
1193679000062,2025/T01,2881,21950476.13559998,14802308.5371,1804,9840000
1193679000064,2025/T01,0,0.0,0.0,0,0
1193679000070,2025/T01,243,1031619.0506,1343415.391199999,0,0
1193679000071,2025/T01,140,831809.5256999998,1106847.35,0,0
1193679000072,2025/T01,754,2658857.1262,3556061.623399999,0,0
1193679000073,2025/T01,516,2389714.296000001,2979516.096000002,0,0
1193679000074,2025/T01,0,0.0,0.0,0,0
1193679000075,2025/T01,0,0.0,0.0,0,0
1193679000076,2025/T01,7,148380.9522,145776.8333,0,0
1193679000078,2025/T01,1010,6733363.843199993,4803952.239200021,150,750000
1193679000090,2025/T01,2,14285.7142,16620.4816,0,0
1193679000092,2025/T01,12,29714.286,46878.1524,0,0
1193679000093,2025/T01,546,6239999.984400001,4784025.716200011,160,1478400
1193679000094,2025/T01,1491,22719999.94319999,16397780.30879998,858,9909900
1193679000099,2025/T01,18752,23394856.79270005,18402038.01489998,504,26056800
1193679000096,2025/T01,2123,46319809.51360009,37308454.63400003,2868,53058000
1193679000098,2025/T01,0,0.0,0.0,0,0
1193679000101,2025/T01,2,22857.1428,26591.4394,0,0
1193679000121,2025/T01,0,0.0,0.0,0,0
1193679000107,2025/T01,0,0.0,0.0,0,0
1193679000108,2025/T01,2,14857.1428,19723.7338,0,0
1193679000111,2025/T01,10,189333.3333,229091.604,0,0
1193679000112,2025/T01,249,16125714.2916,14810944.9375,10,9999360
1193679000113,2025/T01,15,188571.4289999999,371428.7624999999,0,0
1193679000114,2025/T01,13,182285.7147,321904.9106,0,0
1193679000119,2025/T01,0,0.0,0.0,0,0
1193679000120,2025/T01,0,0.0,0.0,0,0
1193679000124,2025/T01,0,0.0,0.0,0,0
1193679000125,2025/T01,2,75428.5714,95238.0976,0,0
1193679000127,2025/T01,0,0.0,0.0,0,0
1193679000129,2025/T01,1075,27130952.33999999,19328285.7144,1580,29862000
1193679000130,2025/T01,0,0.0,0.0,0,0
1193679000131,2025/T01,2,30476.1904,65714.2764,0,0
1193679000132,2025/T01,0,0.0,0.0,0,0
1193679000133,2025/T01,9,1152380.9527,1457142.8445,0,0
1193679000138,2025/T01,168,48000.0024,25599.9912,0,0
1193679000139,2025/T01,69,19714.2867,11182.209,0,0
1193679000140,2025/T01,10,972222.222,1028843.32,0,0
1193679000141,2025/T01,59,505714.2873999994,486062.5968999997,0,0
1193679000142,2025/T01,19,249714.2849,231619.1200000001,0,0
1193679000146,2025/T01,43,3890476.191500001,3137859.751800003,816,64600000
1193679000156,2025/T01,99,4242857.1443,3299999.996700001,0,0
1193679000159,2025/T01,151,6615243.808599998,6136121.4534,18,7706880
1193679000160,2025/T01,64,4998095.238400001,4739657.145599999,6,4665600
1193680000409,2025/T01,0,0.0,0.0,0,0
1193681000423,2025/T01,0,0.0,0.0,0,0
1193681000424,2025/T01,3,243055.5555,174492.8991,0,0
1193681000425,2025/T01,48,47457142.85789999,32627971.4414,0,0
1193681000427,2025/T01,0,0.0,0.0,0,0
1193681000429,2025/T01,0,0.0,0.0,0,0
1193681000430,2025/T01,0,0.0,0.0,0,0
1193681000437,2025/T01,0,0.0,0.0,0,0
1193681000439,2025/T01,0,0.0,0.0,0,0
1193681000440,2025/T01,0,0.0,0.0,0,0
1193681000441,2025/T01,0,0.0,0.0,0,0
1193681000442,2025/T01,45,8785714.284000007,6994437.247199995,0,0
1193681000443,2025/T01,4,2352380.9524,2460952.3892,0,0
1193681000444,2025/T01,165,103557142.854,54705715.37580001,0,0
1193688000037,2025/T01,1229,14328615.26340003,14331071.05009999,2076,25431000
1193688000040,2025/T01,2066,14746190.40290001,13772773.71130002,3120,21840000
1193688000055,2025/T01,7205,112808338.0214998,108641104.5669999,2292,36289236
1193688000056,2025/T01,3309,70033209.4456002,68280985.70240007,2784,60320928
1193688000059,2025/T01,4606,91526000.0,89045879.62189981,1600,32480000
1193693000559,2025/T01,142,3359523.8086,2848737.007,0,0
1193701000078,2025/T01,0,0.0,0.0,0,0
1193701000080,2025/T01,1571,12493333.32959999,9832213.582700023,83,3818083
1193701000081,2025/T01,115,8542857.144500002,4678386.495500001,0,0
1193701000082,2025/T01,6162,88028571.51660019,24223792.72679991,0,0
1193701000083,2025/T01,1023,48714285.69480021,24464805.04180005,667,16668330
1193701000084,2025/T01,6,771428.5716,432000.0,0,0
1193702000008,2025/T01,0,0.0,0.0,0,0
1193702000009,2025/T01,7,106666.6665,186946.5332,0,0
1193702000016,2025/T01,2,69090.909,129205.3086,0,0
1193702000017,2025/T01,0,0.0,0.0,0,0
1193702000018,2025/T01,0,0.0,0.0,0,0
1193702000019,2025/T01,0,0.0,0.0,0,0
1193702000020,2025/T01,0,0.0,0.0,0,0
1193702000021,2025/T01,2,36666.6666,49996.3358,0,0
1193702000026,2025/T01,1,173333.3333,200000.0068,0,0
1193702000027,2025/T01,7,1120000.0,1026291.0889,0,0
1193702000028,2025/T01,1,228571.4286,155384.0654,0,0
1193702000029,2025/T01,0,0.0,0.0,0,0
1193702000030,2025/T01,10,1266666.667,1133220.59,0,0
